Unnamed: 0	name	category	formula	strunz	system	symmetry	unit cell	color	cleavage	fracture	mohs	luster	opticalprop	streak	gravity	diaphaneity	refractive	class	birefringence	habit
59	Alluaudite	Phosphate minerals	(Na,Ca)Mn<sup>2+</sup>(Fe<sup>3+</sup>,Mn<sup>2+</sup>,Fe<sup>2+</sup>,Mg)<sub>2</sub>(PO<sub>4</sub>)<sub>3</sub>	8.AC.10	Monoclinic	''C2/c''	a = 11.03&nbsp;[[angstrom|Å]], b = 12.53&nbsp;Å <br/>c = 6.4&nbsp;Å; β = 97.57°; Z&nbsp;=&nbsp;4	Dirty yellow to brownish yellow, grayish green; superficially dull greenish black, brownish black, black, when altered	Distinct/ good on {100} and {010}, good on {110}		5 - 5.5		Biaxial (+)	Brownish yellow	3.4 - 3.5	Translucent	n<sub>α</sub> = 1.782 n<sub>β</sub> = 1.802 n<sub>γ</sub> = 1.835	Prismatic (2/m) <br/><small>(same [[H-M symbol]])</small>	δ = 0.053	Platy to radiating fibrous, nodular, granular, massive
60	Almandine	Nesosilicate	Fe<sup>2+</sup><sub>3</sub>Al<sub>2</sub>Si<sub>3</sub>O<sub>12</sub>	9.AD.25	Cubic crystal system,Cubic	''I''a {{overline|3}} d		reddish orange to red, slightly purplish red to reddish purple and usually dark in tone	none	conchoidal	7 - 7.5	greasy to vitreous	Single refractive, and often anomalous double refractive	white	4.05 (+.25, -.12)		1.790 (+/- .030)	Hexoctahedral (m {{overline|3}} m) <br/>[[H-M symbol]]: (4/m {{overline|3}} 2/m)	none	
63	Alstonite	Carbonate mineral	BaCa(CO<sub>3</sub>)<sub>2</sub>	5.AB.35	Triclinic  Unknown space group		a = 17.38, b = 14.40 <br/>c = 6.123&nbsp;[Å]; α = 90.35° <br/>β = 90.12°, γ = 120.08°; Z&nbsp;=&nbsp;24	Colourless to snow-white; also pale gray, pale cream, pink to pale rose-red	Imperfect on pseudo-orthorhombic {110}	Uneven	4 to 4.5	Vitreous	Biaxial (-)	White	3.70	Transparent to translucent	n<sub>α</sub> = 1.526 n<sub>β</sub> = 1.671 n<sub>γ</sub> = 1.672		δ = 0.146	Steep pseudohexagonal dipyramids, pseudo-orthorhombic
64	Altaite	Telluride mineral	PbTe	2.CD.10	Cubic crystal system,Isometric	''F''m {{overline|3}} m		tin white to yellowish white; tarnishing to bronze yellow	perfect in three directions forming cubes	Uneven	2.5 - 3	metallic		Black	8.2 - 8.3			Hexoctahedral (m {{overline|3}} m) <br/>[[H-M symbol]]: (4/m {{overline|3}} 2/m)		include cubic and octahedral crystals; but much more commonly found in massive and granular forms
65	Althausite	Phosphate minerals	Mg<sub>2</sub>(PO<sub>4</sub>)(OH,F)	8.BB.25	Orthorhombic	''Pnma''												Dipyramidal (mmm) <br/>[[H-M symbol]]: (2/m 2/m 2/m)		
68	Alum-(K)	Sulfate mineral	KAl(SO<sub>4</sub>)<sub>2</sub>·12(H<sub>2</sub>O)	7.CC.20	Cubic crystal system,Cubic	''P''a {{overline|3}}	a = 12.133&nbsp;Å; Z&nbsp;=&nbsp;4	Colorless, white	On {111} indistinct	Conchoidal	2-2.5	Vitreous	Isotropic		1.757	Transparent	n=1.453	Diploidal (m {{overline|3}} ) <br/>[[H-M symbol]]: (2/m {{overline|3}} )		Stalactitic, columnar, granular, massive efflorescences; rare as small octahedral crystals
69	Aluminite	Sulfate mineral	Al<sub>2</sub>SO<sub>4</sub>(OH)<sub>4</sub>·7H<sub>2</sub>O	7.DC.05	Monoclinic	''P''2<sub>1</sub>/c	a = 7.44, b = 15.583 <br/>c = 11.7&nbsp;[Å]; β = 110.18°; Z&nbsp;=&nbsp;4	White to grayish white	None	Irregular/uneven	1 - 2	Dull to earthy	Biaxial (+)	White	1.66–1.82	Translucent, opaque if massive	n<sub>α</sub> = 1.459 n<sub>β</sub> = 1.464 n<sub>γ</sub> = 1.470	Prismatic (2/m) <br/><small>(same [[H-M symbol]])</small>	δ = 0.011	Needles and fibrous masses
71	Alunite	Sulfate minerals	KAl<sub>3</sub>(SO<sub>4</sub>)<sub>2</sub>(OH)<sub>6</sub>	7.BC.10	Trigonal	''R'' {{overline|3}} m	a = 6.98, c = 17.32&nbsp;[Å]; Z&nbsp;=&nbsp;3	Yellow, red, to reddish brown, colorless if pure; may be white, pale shades of gray	On {0001}, perfect	Conchoidal	3.5 {{snd}} 4	Vitreous, somewhat pearly on {0001} for crystals, earthy if massive	Uniaxial (+)	White	2.6 {{snd}} 2.9	Transparent to translucent	n<sub>ω</sub> = 1.572 n<sub>ε</sub> = 1.592	Hexagonal scalenohedral ( {{overline|3}} m) <br />[[Space group]]: ( {{overline|3}} 2/m)	δ = 0.020	fibrous to columnar, porcelaneous, commonly granular to dense massive
72	Alunogen	Sulfate mineral 	Al<sub>2</sub>(SO<sub>4</sub>)<sub>3</sub>·17H<sub>2</sub>O	7.CB.45	Triclinic	''P'' {{overline|1}}	a = 7.42, b = 26.97 <br/>c = 6.062&nbsp;[Å]; α = 89.95° <br/>β = 97.566°, γ = 91.888°; Z&nbsp;=&nbsp;2	Colourless; white, pale yellow to red from impurities	Perfect on {{mset|010}} , probable on {{mset|100}} and {{mset|overline|31|3}} {{overline|31}} 3	Subconchoidal	1.5 -2	Vitreous to silky	Biaxial (+)		1.72 - 1.77	Transparent	n<sub>α</sub> = 1.473 n<sub>β</sub> = 1.474 n<sub>γ</sub> = 1.480	Pinacoidal ( {{overline|1}} ) <br/><small>(same [[H-M symbol]])</small>	δ = 0.007	Platy to prismatic crystals rare, fibrous masses, crusts, and efflorescences
74	Amarantite	Sulfate minerals	Fe<sup>3+</sup><sub>2</sub>O(SO<sub>4</sub>)<sub>2</sub>·7H<sub>2</sub>O	7.DB.30	Triclinic	''P'' {{overline|1}}	a = 8.9, b = 11.56 <br/>c = 6.64&nbsp;[Å]; α = 95.55° <br/>β = 90.52°, γ = 97.42°; Z&nbsp;=&nbsp;2	Amaranth-red to brownish red, orange-red	Perfect on {010} and {100}		{{frac|2|1|2}}	Vitreous	Biaxial (-)	Lemon-yellow	2.189 - 2.286	Transparent	n<sub>α</sub> = 1.516 n<sub>β</sub> = 1.598 n<sub>γ</sub> = 1.621	Pinacoidal ( {{overline|1}} ) <br/><small>(same [[H-M symbol]])</small>	δ = 0.105	As radiating or matted aggregates of needles; may be columnar or bladed
75	Amblygonite	Phosphate minerals	(Li,Na)AlPO<sub>4</sub>(F,OH)	8.BB.05	Triclinic	''C'' {{overline|1}}		Generally white or creamy, but can also be colorless or pale yellow, green, blue, beige, gray, brown or pink.	[100] Perfect, [110] Good, [011] Distinct	Irregular/Uneven, Sub-Conchoidal	5.5 - 6	Vitreous to pearly	Double refractive, biaxial, may be either positive or negative		2.98 - 3.11		n<SUB>a</SUB>=1.577 - 1.591,<br/>n<SUB>b</SUB>=1.592 - 1.605,<br/>n<SUB>c</SUB>=1.596 - 1.613	Pinacoidal ( {{overline|1}} ) <br/><small>(same [[H-M symbol]])</small>	.020 - .027	Prismatic to columnar form
76	Ameghinite	Nesoborates	NaB<sub>3</sub>O<sub>3</sub>(OH)<sub>4</sub>	6.CA.10	Monoclinic	''C2/c''												Prismatic (2/m) <br/><small>(same [[H-M symbol]])</small>		
77	Amesite	Phyllosilicates  Kaolinite-serpentine group	Mg<sub>2</sub>Al<sub>2</sub>SiO<sub>5</sub>(OH)<sub>4</sub>	9.ED.15	Triclinic	''C1''	a = 5.307(1), b = 9.195(2) <br/>c = 14.068(3)&nbsp;[Å] <br/>α = 90.09(2)° <br/>β = 90.25(2)°, γ = 89.96(2)°; Z&nbsp;=&nbsp;4	White, colorless, pink to lilac, pale green	Perfect on {001}		2.5-3	Pearly	Biaxial (+)	White with pale green tint	2.77	Transparent to translucent	n<sub>α</sub> = 1.597 n<sub>β</sub> = 1.599 n<sub>γ</sub> = 1.615	Pedial (1) <br/><small>(same [[H-M symbol]])</small>	δ = 0.018	Crystals form as platy to tapering elongated pseudohexagonal prisms
78	Amicite	Zeolite	K<sub>2</sub>Na<sub>2</sub>Al<sub>4</sub>Si<sub>4</sub>O<sub>16</sub>·5(H<sub>2</sub>O)	9.GC.05	Monoclinic	''I2''	a = 10.26, b = 10.43 <br/>c = 9.90&nbsp;[Å]; β = 88.32°; Z&nbsp;=&nbsp;2	Colorless	none	Conchoidal		Vitreous	Biaxial	White	2.18	Transparent	na=1.485, nb=1.490, nc=1.495	Sphenoidal (2) <br/><small>(same [[H-M symbol]])</small>	0.01	
80	Analcime	Zeolite	NaAlSi<sub>2</sub>O<sub>6</sub>·H<sub>2</sub>O	9.GB.05	Orthorhombic	''Ibca''		White, colorless, gray, pink, greenish, yellowish	Very poor [100]	Uneven to subconchoidal	5 - 5.5	Vitreous	Isotropic; anomalously biaxial (-)	White	2.24 - 2.29		n = 1.479 - 1.493	Dipyramidal (mmm) <br/>[[H-M symbol]]: (2/m 2/m 2/m)		Typically in crystals, usually trapezohedrons, also massive to granular.
81	Anandite	Phyllosilicates	(Ba,K)(Fe<sup>2+</sup>,Mg)<sub>3</sub>(Si,Al,Fe)<sub>4</sub>O<sub>10</sub>(S,OH)<sub>2</sub>	9.EC.35	Monoclinic	''C2/m''	a = 5.412(5), b = 9.434(5) <br/>c = 19.953(10)&nbsp;[Å]; β = 95°; Z&nbsp;=&nbsp;2	Black	Perfect on {001}	Flexible fragments	3 – 4	Vitreous	Biaxial (+)	Grey white	3.94	Nearly opaque	n<sub>α</sub> = 1.855 n<sub>γ</sub> = 1.880	Prismatic (2/m) <br/><small>(same [[H-M symbol]])</small>		Massive, prismatic crystals poorly formed produce hexagonal outline cleavage fragments
82	Anapaite	Phosphate minerals	Ca<sub>2</sub>Fe<sup>2+</sup>(PO<sub>4</sub>)<sub>2</sub>·4H<sub>2</sub>O	8.CH.10	Triclinic	Triclinic <br/>[[H-M symbol]]: ( {{overline|1}} ) <br/>[[Space group]]: P {{overline|1}}	a = 6.447, b = 6.816 <br/>c = 5.898&nbsp;[Å]; α = 101.64° <br/>β = 104.24°, γ = 70.76°; Z&nbsp;=&nbsp;1	Green, greenish white to colorless	Perfect on {001}, distinct on {010}		3.5	Vitreous	Biaxial (+)	White	2.8	Transparent	n<sub>α</sub>=1.602, n<sub>β</sub>=1.613, n<sub>γ</sub>=1.649	Pinacoidal ( {{overline|1}} )	δ = 0.047	Tabular to bladed crystals, radiating clusters, incrustations, fibrous, and in nodules
83	Anatase	Oxide minerals	TiO<sub>2</sub>	4.DD.05	Tetragonal crystal system,Tetragonal	''I''4<sub>1</sub>/amd	a = 3.7845, c = 9.5143&nbsp;[Å]; Z&nbsp;=&nbsp;4	Black, reddish to yellowish brown, dark blue, gray	Perfect on [001] and [011]	Subconchoidal	5.5–6	Adamantine to splendent, metallic	Uniaxial (-), anomalously biaxial in deeply colored crystals	pale yellowish white	3.79–3.97	Transparent to nearly opaque	n<sub>ω</sub> = 2.561, n<sub>ε</sub> = 2.488	Ditetragonal dipyramidal (4/mmm) <br/>[[H-M symbol]]: (4/m 2/m 2/m)	δ = 0.073	Pyramidal (crystals are shaped like pyramids), tabular (form dimensions are thin in one direction).
84	Ancylite	Carbonate mineral	Sr(Ce,La)(CO<sub>3</sub>)<sub>2</sub>(OH)·H<sub>2</sub>O	5.DC.05	Orthorhombic crystal system,Orthorhombic	''Pmcn''		Light yellow, orange-yellow, yellow-brown, grey	None	Splintery	4–4.5	Dull		White		Translucent		Dipyramidal (mmm) <br/>[[H-M symbol]]: (2/m 2/m 2/m)		
85	Andalusite	Nesosilicates	Al<sub>2</sub>SiO<sub>5</sub>	9.AF.10	Orthorhombic	''Pnnm''	a = 7.7980&nbsp;[[Ångstrom|Å]], b = 7.9031&nbsp;Å <br/>c = 5.5566&nbsp;Å; Z&nbsp;=&nbsp;4	Pink, violet, yellow, green, white, gray; in thin section, colorless to pink or green	Good on {110}, poor on {100}	uneven to subconchoidal	6.5 - 7.5	Vitreous	double refractive, biaxial negative; ''chiastolite'' has anomalous aggregate reaction.	White	3.17 (+/- .04)	Transparent to nearly opaque with inclusions	n<sub>α</sub> = 1.629 - 1.640 n<sub>β</sub> = 1.633 - 1.644 n<sub>γ</sub> = 1.638 - 1.650	Dipyramidal (mmm) <br/>[[H-M symbol]]: (2/m 2/m 2/m)	δ = 0.009 - 0.010	As euhedral crystals or columnar aggregates having nearly square cross sections; fibrous compact to massive
86	Andersonite	Carbonate minerals	Na<sub>2</sub>Ca(UO<sub>2</sub>)(CO<sub>3</sub>)<sub>3</sub>·6H<sub>2</sub>O	5.ED.30	Trigonal	''R'' {{overline|3}} m	a = 18, c = 23.83&nbsp;[Å]; Z&nbsp;=&nbsp;18	Bright green to yellow-green			2.5	Vitreous	Uniaxial (+)		2.8	Transparent to translucent	n<sub>ω</sub> = 1.520 n<sub>ε</sub> = 1.540	Hexagonal scalenohedral ( {{overline|3}} m) <br/>[[H-M symbol]]: ( {{overline|3}} 2/m)	δ = 0.020	Rhombohedra, often flattened, pseudocubic; crystalline crusts, granular
87	Andesine	plagioclase, feldspar, tectosilicate	(Ca,Na)(Al,Si)<sub>4</sub>O<sub>8</sub>, where Ca/(Ca + Na) is between 30–50%		Triclinic	''P'' {{overline|1}}	a = 8.155&nbsp;[[Ångström|Å]], b = 12.9&nbsp;Å, <br/>c = 9.16&nbsp;Å; α = 93.917°, <br/>β = 116.3333°, γ = 89.166°; Z&nbsp;=&nbsp;8	White, gray, green, yellow, flesh-red	Perfect on {001}, good on {010}	Uneven to conchoidal	6 – 6.5	Subvitreous to pearly	Biaxial (+/-)	White	2.66 – 2.68	Transparent to translucent	n<sub>α</sub> = 1.543 – 1.554 n<sub>β</sub> = 1.547 – 1.559 n<sub>γ</sub> = 1.552 – 1.562	Pinacoidal ( {{overline|1}} ) <br/><small>(same [[H-M symbol]])</small>	δ = 0.009	Crystals rare, to 2 cm; commonly massive or granular
88	Andorite	Sulfosalt mineral	PbAgSb<sub>3</sub>S<sub>6</sub>	2.JB.40a	Orthorhombic	''P''n2<sub>1</sub>a <br/><small>(andorite VI, senandorite)</small>	a = 12.99, b = 19.14, c = 4.3&nbsp;[Å]; Z&nbsp;=&nbsp;4	Dark steel-gray, may tarnish yellow or iridescent; white in polished section	none observed	conchoidal	3 - 3.5	metallic	[[anisotropic]]	Black	5.33 - 5.37	Opaque		Pyramidal (mm2) <br/>[[H-M symbol]]: (mm2)		Crystals stout prismatic to tabular on {100}, striations parallel to [001]; massive
89	Andradite	Garnet group	Ca<sub>3</sub>Fe<sub>2</sub>(SiO<sub>4</sub>)<sub>3</sub>	9.AD.25	Cubic crystal system,Cubic	''I''a {{overline|3}} d	a = 12.056&nbsp;Å; Z&nbsp;=&nbsp;8	Yellow, greenish yellow to emerald-green, dark green; brown, brownish red, brownish yellow; grayish black, black; may be sectored	none	conchoidal to uneven	6.5 to 7	Adamantine to resinous, dull	Isotropic, typically weakly anisotropic	White	3.859 calculated; 3.8–3.9 measured	Transparent to translucent	n = 1.887	Hexoctahedral (m {{overline|3}} m) <br/>[[H-M symbol]]: (4/m {{overline|3}} 2/m)		Commonly well-crystallized dodecahedra, trapezohedra, or combinations, also granular to massive
90	Andyrobertsite	Arsenate mineral	KCdCu<sub>5</sub>(AsO<sub>4</sub>)<sub>4</sub>(H<sub>2</sub>AsO<sub>4</sub>)·2H<sub>2</sub>O	8.DH.50 08	Monoclinic	''P''2<sub>1</sub>/m	a = 9.81, b = 10.034 <br/>c = 9.975&nbsp;[Å]; β = 101.83°; Z&nbsp;=&nbsp;2	Blue	{100} good		3	Vitreous	Biaxial (-)	Pale blue	4	Transparent	n<sub>α</sub> = 1.72, n<sub>β</sub> = 1.749, n<sub>γ</sub> = 1.757	Prismatic (2/m) <br/><small>(same [[H-M symbol]])</small>	δ = 0.037	Platy
91	Anglesite	Sulfate minerals	PbSO<sub>4</sub>	7.AD.35	Orthorhombic	''Pnma''		Colorless to white, commonly tinted gray; orange, yellow, green, blue, rarely violet	[001] good, [210] distinct	Conchoidal	2.5–3.0	Adamantine crystals, dull when massive earthy	Biaxial (+)	White	6.3	Transparent to translucent	n<sub>α</sub> = 1.878 <br>n<sub>β</sub> = 1.883<br> n<sub>γ</sub> = 1.895	Dipyramidal (mmm) <br/>[[H-M symbol]]: (2/m 2/m 2/m)		Granular, banded, nodular to stalactitic
92	Anhydrite	Sulfate mineral	Anhydrous [[calcium]] [[sulfate]]:CaSO<sub>4</sub>	7.AD.30	Orthorhombic	''Amma''	''a'' = 6.245(1)&nbsp;Å, ''b'' = 6.995(2)&nbsp;Å<br/>''c'' = 6.993(2)&nbsp;Å; ''Z''&nbsp;=&nbsp;4	Colorless to pale blue or violet if transparent; white, mauve, rose, pale brown or gray from included impurities	[010] perfect<br/> [100] perfect<br/> [001] good, resulting in pseudocubic fragments	Conchoidal	3.5	Pearly on {010}<br/> vitreous to greasy on {001}<br/> vitreous on {100}	Biaxial (+)	White	2.97	Transparent to translucent	''n''<sub>α</sub> = 1.567–1.574<br/> ''n''<sub>β</sub> = 1.574–1.579<br/> ''n''<sub>γ</sub> = 1.609–1.618	Dipyramidal (mmm) <br/>[[H–M symbol]]: ( {{sfrac|2|m}} {{sfrac|2|m}} {{sfrac|2|m}} )	''δ'' = 0.042–0.044	Rare tabular and prismatic crystals. Usually occurs as fibrous, parallel veins that break off into cleavage fragments. Also occurs as grainy, massive, or nodular masses
93	Ankerite	Carbonate mineral	Ca(Fe,Mg,Mn)(CO<sub>3</sub>)<sub>2</sub>	5.AB.10	Trigonal	''R'' {{overline|3}}	a = 4.8312(2) <br/>c = 16.1663(3)&nbsp;[Å]; Z&nbsp;=&nbsp;3	Brown, yellow, white	Perfect on {10 {{overline|1}} 1}	Subconchoidal	3.5–4	Vitreous to pearly	Uniaxial (-)	White	2.93–3.10	Translucent to transparent	n<sub>ω</sub> = 1.690 - 1.750 n<sub>ε</sub> = 1.510 - 1.548	Rhombohedral ( {{overline|3}} ) <br/>[[H-M symbol]]: ( {{overline|3}} )	δ = 0.180 - 0.202	Chrystals rhombohedral with curved faces; columnar, stalactitic, granular, massive
94	Annabergite	Arsenate minerals  Vivianite group	Ni<sub>3</sub>(AsO<sub>4</sub>)<sub>2</sub>·8H<sub>2</sub>O	8.CE.40	Monoclinic	''C2/m''	a = 10.179(2), b = 13.309(3) <br/>c = 4.725(1)&nbsp;[Å]; β = 105(1)°; Z&nbsp;=&nbsp;2	Apple-green, pale green, pale rose or pale pink, white, gray; may be zoned	Perfect on {010}, indistinct on {100} and {102}		1.5 – 2.5	Subadamantine, pearly on cleavages, may be dull or earthy	Biaxial (-)	Pale green to white	3.07	Transparent to translucent	n<sub>α</sub> = 1.622 n<sub>β</sub> = 1.658 n<sub>γ</sub> = 1.687	Prismatic (2/m) <br/><small>(same [[H-M symbol]])</small>	δ = 0.065	Usually as fibrous veinlets, crystalline crusts, or earthy; rare as well formed crystals
95	Annite	Phyllosilicates  Mica group	KFe<sub>3</sub><sup>2+</sup>AlSi<sub>3</sub>O<sub>10</sub>(OH,F)<sub>2</sub>	9.EC.20	Monoclinic	''C2/m''	a = 5.39, b = 9.33 <br/>c = 10.29&nbsp;[Å]; β = 100°; Z&nbsp;=&nbsp;2	Brown to black	perfect in one direction {001}	uneven	2.5 - 3	submetallic to vitreous; pearly on cleavage surfaces	Biaxial (-)	brownish white	approximately 3.3	translucent to transparent	n<sub>α</sub> = 1.625 - 1.631 n<sub>β</sub> = 1.690 n<sub>γ</sub> = 1.691 - 1.697	Prismatic (2/m) <br/><small>(same [[H-M symbol]])</small>		"usually in ""blocks"" of thin sheets or as aggregations of foliated thin scales. Includes large, well formed pseudohexagonal prisms up to 12&nbsp;cm across and 15&nbsp;cm long."
96	Anorthite	Feldspar	CaAl<sub>2</sub>Si<sub>2</sub>O<sub>8</sub>	9.FA.35	Triclinic	''P'' {{overline|1}}	a = 8.1768, b = 12.8768 <br/>c = 14.169&nbsp;[Å]; α = 93.17° <br/>β = 115.85°, γ = 92.22°; Z&nbsp;=&nbsp;8	White, grayish, reddish	Perfect [001] good [010] poor [110]	Uneven to concoidal	6	Vitreous	Biaxial (-)		2.72–2.75	Transparent to translucent	n<sub>α</sub> = 1.573–1.577 n<sub>β</sub> = 1.580–1.585 n<sub>γ</sub> = 1.585–1.590	Pinacoidal ( {{overline|1}} ) <br/><small>(same [[H-M symbol]])</small>	δ = 0.012–0.013	Anhedral to subhedral granular
97	Anorthoclase	Feldspar	(Na,K)AlSi<sub>3</sub>O<sub>8</sub>	9.FA.30	Triclinic	''C'' {{overline|1}}	a = 8.28, b = 12.97 <br/>c = 7.15&nbsp;[Å]; α = 91.05° <br/>β = 116.26°, γ = 90.15°; Z&nbsp;=&nbsp;4	Colorless, also white, pale creamy yellow, red, green	Perfect on [001], other partings	Uneven	6	Vitreous to pearly on cleavage planes	Biaxial (-)	White	2.57 - 2.60	Transparent	n<sub>α</sub> = 1.519 - 1.529 n<sub>β</sub> = 1.524 - 1.534 n<sub>γ</sub> = 1.527 - 1.536	Pinacoidal ( {{overline|1}} ) <br/><small>(same [[H-M symbol]])</small>	δ = 0.008	Short prismatic crystals; tabular, rhombic, flattened along [010]
98	Antarcticite	Halide mineral	CaCl<sub>2</sub>·6H<sub>2</sub>O	3.BB.30	Trigonal	''P321''	a = 7.9, c = 3.95&nbsp;[Å]; Z&nbsp;=&nbsp;1	Colorless	Perfect on {0001}, very good on {1010}		2 - 3	Vitreous	Uniaxial (-)		1.715	Transparent	n<sub>ω</sub> = 1.550 n<sub>ε</sub> = 1.490 - 1.500	Trapezohedral (32) <br/>[[H-M symbol]]: (32)	δ = 0.060	Occurs as groups of acicular crystals
99	Anthonyite	Halide mineral	Cu(OH,Cl)<sub>2</sub>•3(H<sub>2</sub>O)	3.DA.40	Monoclinic  Space group unknown			Lavender	{100}, good		2		Biaxial (-)			Translucent	nα = 1.526 nβ = 1.602 nγ = 1.602	Prismatic (2/m) <br/><small>(same [[H-M symbol]])</small>	δ = 0.076	Prismatic crystals, commonly curved along [001]; as incrustations
100	Anthophyllite	Inosilicates Amphibole	☐Mg<sub>2</sub>Mg<sub>5</sub>Si<sub>8</sub>O<sub>22</sub>(OH)<sub>2</sub>	9.DE.05	Orthorhombic	''Pnma''	a = 18.5, b = 17.9<br />c = 5.28&nbsp;[Å]; Z&nbsp;=&nbsp;4	Gray to green, brown, and beige	Perfect on {210}, imperfect on {010}, {100}		5.5 – 6	Vitreous, pearly on cleavage	Biaxial (+)	White to gray	2.85 – 3.2	Transparent to translucent	n<sub>α</sub>=1.598 – 1.674, n<sub>β</sub>=1.605 – 1.685, n<sub>γ</sub>=1.615 – 1.697; indices increase with Fe content	Dipyramidal (mmm)<br />[[H-M symbol]]: (2/m 2/m 2/m)	δ = 0.017 – 0.023	Rarely as distinct crystals. Commonly lamellar or fibrous.
104	Antlerite	Sulfate minerals	[[Copper|Cu]]<sub>3</sub>([[Sulfur|S]][[Oxygen|O]]<sub>4</sub>)([[Hydroxyl|OH]])<sub>4</sub>	7.BB.15	Orthorhombic	''Pnma''		Bright green, through darker greens to black	Perfect on [010]	Uneven	3 to 3.5	Vitreous	Biaxial (+)	Pale green	3.9	Translucent	nα = 1.726 nβ = 1.738 nγ = 1.789	Dipyramidal (mmm) <br/>[[H-M symbol]]: (2/m 2/m 2/m)		tabular and acicular or fibrous. Also found as reniform, massive or granular specimens
105	Apachite	Silicate mineral	Cu<sub>9</sub>Si<sub>10</sub>O<sub>29</sub>·11(H<sub>2</sub>O)	9.HE.10	Monoclinic  Unknown space group		a = 12.89, b = 6.055 <br/>c = 19.11&nbsp;[Å], β = 90.42° <br/>V = 1,490.24&nbsp;Å<sup>3</sup>; Z&nbsp;=&nbsp;2	light blue			2	nonmetallic, silky	biaxial negative	light blue	3.37	translucent	n<sub>α</sub>=1.610, n<sub>β</sub>=1.650, n<sub>γ</sub>=1.650		δ = 0.040	spherical, rounded aggregates
106	Apatite group	Phosphate mineral	Ca<sub>5</sub>(PO<sub>4</sub>)<sub>3</sub>(F,Cl,OH)	8.BN.05	Hexagonal crystal system,Hexagonal	''P6<sub>3</sub>/m'' (no. 176)		[[transparency (optics)|Transparent]] to translucent, usually green, less often colorless, yellow, blue to violet, pink, brown.	[0001] indistinct, [1010] indistinct	Conchoidal to uneven	5 (defining mineral)	Vitreous to subresinous	Double refractive, uniaxial negative	White	3.16–3.22	Transparent to translucent	1.634–1.638 (+0.012, −0.006)	Dipyramidal (6/m) <br/><small>(same [[H-M symbol]])</small>	0.002–0.008	Tabular, prismatic crystals, massive, compact or granular
107	Aphthitalite	Sulfate mineral	(K,Na)<sub>3</sub>Na(SO<sub>4</sub>)<sub>2</sub>	7.AC.35	Trigonal	''P'' {{overline|3}} m1 (no. 164)	a = 5.67, c = 7.33&nbsp;[Å]; Z&nbsp;=&nbsp;1	White, colorless; gray, blue, green due to inclusions and impurities	Fair on {10 {{overline|1}} 0}, poor on {0001}	Conchoidal to uneven	3	Vitreous to resinous	Uniaxial (+) (anomalously biaxial)		2.66–2.71	Transparent to opaque	n<sub>ω</sub> = 1.487 - 1.491 n<sub>ε</sub> = 1.492 - 1.499	Hexagonal scalenohedral ( {{overline|3}} m) <br/>[[H-M symbol]]: ( {{overline|3}} 2/m)	δ = 0.005	Tabular crystals (with distorted pseudo-orthorhombic habit); as bladed aggregates and in crusts
108	Apophyllite	Phyllosilicate	(K,Na)Ca<sub>4</sub>Si<sub>8</sub>O<sub>20</sub>(F,OH)·8H<sub>2</sub>O		P4mnc no 128			Usually white, colorless; also blue, green, brown, yellow, pink, violet	Perfect on (001)	Uneven	4.5 - 5	Vitreous; pearly		White	2.3 – 2.4	Transparent to translucent	1.536			Prismatic, tabular, massive
109	Aragonite	Carbonate mineral	CaCO<sub>3</sub>	5.AB.15	Orthorhombic	''Pmcn''	a = 4.95, b = 7.96 <br/>c = 5.74&nbsp;[Å]; Z&nbsp;=&nbsp;4	White, red, yellow, orange, green, purple, grey, blue and brown	Distinct on {010}, imperfect {110} and {011}	Subconchoidal	3.5-4	Vitreous, resinous on fracture surfaces	Biaxial (-)	White	2.95	Translucent to transparent	n<sub>α</sub> = 1.529 - 1.530 n<sub>β</sub> = 1.680 - 1.682 n<sub>γ</sub> = 1.685 - 1.686	Dipyramidal (mmm) <br/>[[H-M symbol]]: (2/m 2/m 2/m)	δ = 0.156	Pseudohexagonal, prismatic crystals, acicular, columnar, globular, reniform, pisolitic, coralloidal, stalactitic, internally banded
114	Ardaite	Sulfosalt minerals, CategoryLead minerals,Lead minerals	Pb<sub>19</sub>Sb<sub>13</sub>S<sub>35</sub>Cl<sub>7</sub>	2.LB.30 (10 ed) <br /><small>2/E.19-20 (8 ed)</small>	Monoclinic  Unknown space group			Greenish gray or bluish green			2.5-3	Metallic								
115	Arfvedsonite	Inosilicates Amphiboles	[Na][Na<sub>2</sub>][(Fe<sup>2+</sup>)<sub>4</sub>Fe<sup>3+</sup>][(OH)<sub>2</sub> Si<sub>8</sub>O<sub>22</sub>]	9.DE.25 (10 ed) <br /><small>VIII/F.08-100 (8 ed)</small>	Monoclinic	''C2/m''		Black, deep green on thin edges	Perfect on [110]	Uneven	5–6	Vitreous	Biaxial (-)	Deep bluish gray, gray-green	3.3–3.5	Translucent to opaque	n<sub>α</sub> = 1.652–1.699 <br>n<sub>β</sub> = 1.660–1.705<br> n<sub>γ</sub> = 1.666–1.708	Prismatic (2/m) <br/><small>(same [[H-M symbol]])</small>	δ = 0.014	Fibrous, radial prismatic aggregates
