,name,image,caption,category,formula,strunz,system,dana,class,symmetry,unit cell,habit,cleavage,mohs,luster,opticalprop,refractive,birefringence,streak,density,diaphaneity,impurities,colour,post_town,var6text,postcode_district,polish,population,unitary_scotland,diagnostic,melt,death_place,birth_place,field,var1,var4,official_name,dispersion,coordinates,static_image_caption,country,fluorescence,color,boxtextcolor,known_for,solubility,lieutenancy_scotland,alteration,var3text,constituency_scottish_parliament,birth_date,count,other,residence,var5,twinning,image_size,imagesize,alt,fusibility,fracture,tenacity,var6,os_grid_reference,var1text,var5text,molweight,gravity,death_date,absorption,var4text,postcode_area,prop1,pleochroism,prop1text,var3,constituency_westminster,lustre,2V,boxwidth,boxes,boxbgcolor,var2text,references,var2
145,Zirsilite-(Ce),Zirsilite-(Ce)-830936.jpg,,[[Cyclosilicate]],"(Na,□)<sub>12</sub>(Ce,Na)<sub>3</sub>Ca<sub>6</sub>Mn<sub>3</sub>Zr<sub>3</sub>Nb(Si<sub>25</sub>O<sub>73</sub>)(OH)<sub>3</sub>(CO<sub>3</sub>)•H<sub>2</sub>O (original form)",9.CO.10,[[Trigonal]],64.1.5,Ditrigonal pyramidal (3m) <br/>[[H-M symbol]]: (3m),''R''3m,"a = 14.25, c = 30.08&nbsp;[Å] (approximated); Z&nbsp;=&nbsp;3",rhombohedra (rims of zoned crystals),None,5,Vitreous,Uniaxial (-),"nω=1.65, nε=1.64 (approximated)",,White,3.15 (measured),Transparent,,,,,,,,,,,,,,,,,,,,,No,Creamy white,,,,,,,,,,,,,,,,,,Conchoidal,Brittle,,,,,,,,,,,,None,,,,,,,,,,,
146,Alluaivite,,,"[[Silicate mineral]], [[Cyclosilicate]]","Na<sub>19</sub>(Ca,Mn)<sub>6</sub>(Ti,Nb)<sub>3</sub>Si<sub>26</sub>O<sub>74</sub>Cl·2H<sub>2</sub>O",9.CO.10 (10 ed) <br/><small>8/E.25-40 (8 ed)</small>,[[Trigonal]],64.1b.1.1,Hexagonal scalenohedral ( {{overline|3}} m) <br/>[[H-M symbol]]: ( {{overline|3}} 2/m),''R'' {{overline|3}} m,"a = 14.04, c = 60.6&nbsp;[Å]; Z&nbsp;=&nbsp;6",irregular accumulations,None,5-6,Vitreous,Uniaxial (+),"nω=1.62, nε=1.63 (approximated)",,White,2.76 (measured),Transparent,"Sr, REE, K, Ba, Zr",,,,,,,,,,,,,,,,,,,,Orange-red,Colorless to weak brownish pink,,,,,,,,,,,,,,,,,,Conchoidal,Brittle,,,,,,,,,,,,"Colorless to pink (W), pink (E)",,,,,,,,,,,
147,Andrianovite,Andrianovite.jpg,Andrianovite found in Russia,"[[Silicate mineral]], [[Cyclosilicate]]","Na<sub>12</sub>(K,Sr,Ce)<sub>3</sub>Ca<sub>6</sub>Mn<sub>3</sub>Zr<sub>3</sub>Nb(Si<sub>25</sub>O<sub>73</sub>)(O,H<sub>2</sub>O,OH)<sub>5</sub> (original form)",9.CO.10,[[Trigonal]],64.1.2.4,Ditrigonal pyramidal (3m) <br/>[[H-M symbol]]: (3m),''R3m'',"a = 14.28, c = 30.24&nbsp;[Å] (approximated); Z&nbsp;=&nbsp;3",intergrowths (rims) with eudialyte,"(001), imperfect",5,Vitreous,Uniaxial (-),"nω=1.62, nε=1.62 (approximated)",,White,"2.93 (measured), 3.02 (calculated)",Transparent,"Sr, Ce, Fe",,,,,,,,,,,,,,,,,,,,No,Light yellow,,,,,,,,,,,,,,,,,,Step-like,Brittle,,,,,,,,,,,,None,,,,,,,,,,,
148,Aqualite,,,"[[Silicate mineral]], [[Cyclosilicate]]","(H<sub>3</sub>O)<sub>8</sub>(Na,K,Sr)<sub>5</sub>Ca<sub>6</sub>Zr<sub>3</sub>Si<sub>26</sub>O<sub>66</sub>)(OH)<sub>9</sub>Cl",9.CO.10,[[Trigonal]],,Pyramidal (3) <br/>[[H-M symbol]]: (3),''R3'',"''a'' = 14.08, ''c'' = 31.24&nbsp;[Å] (approximated); ''Z''&nbsp;=&nbsp;3",idiomorphic crystals (max. 3 cm),None,4–5,Vitreous,Uniaxial (+),"''n''<sub>ω</sub> = 1.57, ''n''<sub>ε</sub> = 1.57 (approximated)",,White,"2.58 (measured), 2.66 (calculated)",Translucent,,,,,,,,,,,,,,,,,,,,,dull yellow (weak),Pink (pale),,,,,,,,,,,,,,,,,,Conchoidal,,,,,,,,,,,,,"Colorless to pink (W), pink (E)",,,,,,,,,,,
149,Dualite,,,"[[Silicate mineral]], [[Cyclosilicate]]","{{chem|Na|30|(Ca|,Na|,Ce|,Sr)|12|(Na|,Mn|,Fe|,Ti)|6}} {{chem|Zr|3|Ti|3|Mn|Si|51|O|144|(OH|,H|2|O|,Cl)|9}}",9.CO.10,[[Trigonal]],64.1b.1.4,Ditrigonal pyramidal (3m) <br/>[[H-M symbol]]: (3m),''R3m'',"a = 14.15, c = 60.72&nbsp;[Å] (approximated); Z&nbsp;=&nbsp;3",anhedral grains,None,5,Vitreous,Uniaxial (+),"nω=1.61, nε=1.61 (approximated)",,White,"2.84 (measured), 2.81 (calculated; approximated)",Transparent or Translucent,,,,,,,,,,,,,,,,,,,,,No,Yellow,,,,,,,,,,,,,,,,,,Conchoidal,Brittle,,,,,,,,,,,,None,,,,,,,,,,,
150,Labyrinthite,,,"[[Silicate mineral]], [[Cyclosilicate]]","{{chem2|(Na,K,Sr)35Ca12Fe3Zr6TiSi51O144(O,OH,H2O)9Cl3}}",,[[Trigonal]],,Pyramidal (3) <br/><small>(same [[H-M symbol]])</small>,''R''3,"a = 14.24, c = 60.73&nbsp;[Å] (approximated); Z&nbsp;=&nbsp;3",anhedral grains,None,5-6,Vitreous,Uniaxial (+),"n<sub>0</sub>=1.60, n<sub>e</sub>=1.60 (approximated)",,White,2.88 g/cm<sup>3</sup> (measured),Transparent,,,,,,,,,,,,,,,,,,,,,,Pink,,,,,"surface alteration to [[lovozerite]], [[zirsinalite]] and [[thermonatrite]]",,,,,,,,,,,,,Conchoidal,Brittle,,,,,,,,,,,,None,,,,,,,,,,,
151,Astrophyllite,Astrophyllite-168179.jpg,,[[Inosilicates]] <br />Astrophyllite group,"(K,Na)<sub>3</sub>(Fe<sup>++</sup>,Mn)<sub>7</sub> Ti<sub>2</sub>Si<sub>8</sub>O<sub>24</sub>(O,OH)<sub>7</sub>",9.DC.05,[[Triclinic]],,Pinacoidal ( {{overline|1}} ) <br/><small>(same [[H-M symbol]])</small>,''A'' {{overline|1}},,"Tabular to bladed, radiating, stellate aggregates; lamellar masses",Perfect on [001] imperfect on [100],3-4,"Greasy, pearly, sub-metallic",Biaxial positive,nα = 1.680 nβ = 1.700 nγ = 1.730,0.050,Yellowish brown or white,,Translucent to opaque,,,,,,,,,,,,,,,,,,,,,,Golden brown to yellow; rarely greenish,,,,,,,,,,,,,,,,,,Uneven,,,,,,,3.2–3.4,,,,,,Strong: X= deep red-orange Y= orange-yellow Z= lemon-yellow,,,,,,,,,,,
152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
153,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155,Zircophyllite,,,[[Inosilicate]],"(K,Na)<sub>3</sub>(Mn,Fe<sup>2+</sup>)<sub>7</sub>(Zr,Ti)2Si<sub>8</sub>O<sub>24</sub>(O,OH,F)<sub>7</sub>",9.DC.05,[[Triclinic]],69.1.1.5,Pinacoidal ( {{overline|1}} ) <br/><small>(same [[H-M symbol]])</small>,''P'' {{overline|1}},,"Platy, micaceous",Perfect on {001},4 - 4.5,"Adamantine, vitreous",Biaxial (-),nα = 1.708 nβ = 1.738 nγ = 1.747,δ = 0.039,Light brown,,Translucent to opaque,"Hf,H<sub>2</sub>O",,,,,,,,,,,,,,,,,,,,,Black-brown,,,,,,,,,,,,,,,,,,[[Brittle]],Brittle,,,,,,3.34,,,,,,X = Y = dark yellow; Z = brown,,,,,"Measured: 62°, calculated: 56°",,,,,,
156,Astrophyllite,Astrophyllite-168179.jpg,,[[Inosilicates]] <br />Astrophyllite group,"(K,Na)<sub>3</sub>(Fe<sup>++</sup>,Mn)<sub>7</sub> Ti<sub>2</sub>Si<sub>8</sub>O<sub>24</sub>(O,OH)<sub>7</sub>",9.DC.05,[[Triclinic]],,Pinacoidal ( {{overline|1}} ) <br/><small>(same [[H-M symbol]])</small>,''A'' {{overline|1}},,"Tabular to bladed, radiating, stellate aggregates; lamellar masses",Perfect on [001] imperfect on [100],3-4,"Greasy, pearly, sub-metallic",Biaxial positive,nα = 1.680 nβ = 1.700 nγ = 1.730,0.050,Yellowish brown or white,,Translucent to opaque,,,,,,,,,,,,,,,,,,,,,,Golden brown to yellow; rarely greenish,,,,,,,,,,,,,,,,,,Uneven,,,,,,,3.2–3.4,,,,,,Strong: X= deep red-orange Y= orange-yellow Z= lemon-yellow,,,,,,,,,,,
157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
158,Khmaralite,,Khmaralite crystal,[[Inosilicate]]s <br/>Sapphrine supergroup,"{{chem2|(Mg,Al,Fe)16[(Al,Si,Be)12O36]O40}}",9.DH.50,[[Monoclinic]],,Prismatic (2/m) <br/><small>(same [[H-M symbol]])</small>,''P2''<sub>1</sub>/b,"a = 18.8, b = 14.371 <br/>c = 11.254&nbsp;[Å], β = 125.53°, Z&nbsp;=&nbsp;4","[[Foliation (geology)|Foliated]], [[tabular habit|tabular]], or made of many habits",None,7,[[Vitreous lustre|Vitreous]],"[[Biaxial]] (-), a=1.725, b=1.74, g=1.741",,δ = 0.016,Green-grey,,Transparent,,,,,,,,,,,,,,,,,"r > v, very strong",,,,,Dark greenish blue or dark green,,,,,,,,,,No information on health risks for this material has been entered into the database. Mineral specimens should always be treated with care.,,,None,,,,,[[Brittle]] (Uneven) Very brittle fracture producing uneven fragments,,,,,,,3.76,,,,,,NA,,,,,"Measured: 34° , Calculated: 28°",,,,,,
159,Sapphirine,Sapphirine-203257.jpg,"Indigo-blue sapphirine crystal from Ft. Dauphin, Madagascar (size: 2.1 x 1.9 x 1.4 cm)",[[Silicate mineral]],"{{chem2|(Mg,Al)8(Al,Si)6O20}}",9.DH.45,2M polytype: [[monoclinic]] <br/>1A polytype: [[triclinic]],,2M polytype: prismatic (2/m)  <br/>1A polytype: pinacoidal ( {{Overline|1}} ),"1A polytype: ''P'' {{Overline|1}} <br/>Other polytypes: 3A, 5A, 2M, 4M","a = 11.27&nbsp;[[Ångström|Å]], b = 14.4&nbsp;Å <br/>c = 9.93&nbsp;Å; β = 125.5°; Z&nbsp;=&nbsp;4","Anhedral, granular, tabular","Poor to indistinct on {100}, {001}, and {010}",7.5,,Biaxial (-),n<sub>α</sub> = 1.701 - 1.729 n<sub>β</sub> = 1.703 - 1.732 n<sub>γ</sub> = 1.705 - 1.734,δ = 0.004 - 0.005,White,,Transparent to translucent,,"Light to dark blue or green, white, gray, pale red, yellow",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Uncommon on {001},,,,,Subconchoidal to uneven,,,,,,,3.40&ndash;3.58,,,,,,"X = colorless, pale reddish, yellowish green, pale yellow; Y = sky-blue, lavender-blue, bluish green; Z = blue, sapphire-blue, dark blue",,,,Vitreous,Measured: 47 to 114°,,,,,,
160,Aenigmatite [Aen],Aenigmatite - Mineralogisches Museum Bonn2.jpg,"Aenigmatite from Kangerdluarsuk, Greenland",[[Inosilicates]],Na<sub>2</sub>Fe<sup>2+</sup><sub>5</sub>TiSi<sub>6</sub>O<sub>20</sub>,9.DH.40,[[Triclinic]],,Pinacoidal ( {{overline|1}} ) <br/><small>(same [[H-M symbol]])</small>,''P'' {{overline|1}},"a = 10.415(1), b = 10.840(1) <br/>c = 8.931(1)&nbsp;[Å]; Z&nbsp;=&nbsp;2 <br/>α = 105.107(4)° <br/>β = 96.610(5)° <br/>γ = 125.398(4)°","Poorly developed prismatic crystals, occurring as irregular clusters; pseudomonoclinic",Good on {010} and {100},5.5,Vitreous to greasy,Biaxial (+),n<sub>α</sub> = 1.780 - 1.800 n<sub>β</sub> = 1.800 - 1.820 n<sub>γ</sub> = 1.870 - 1.900,δ = 0.090 - 0.100,Reddish brown,,Translucent to opaque,,,,,,,,,,,,,,,,,r < v; very strong,,,,,Velvet-black,,,,,,,,,,,,,Complex by rotation perpendicular to (01 {{overline|1}} ) or about [010] of the pseudomonoclinic cell; polysynthetic,,260px,,,Uneven,Brittle,,,,,,3.81,,,,,,X = yellow brown; Y = red-brown; Z = dark brown to black,,,,,Measured: 27° to 55°,,,,,,
161,Krinovite,,,,NaMg<sub>2</sub>CrSi<sub>3</sub>O<sub>10</sub>,,,,,,,,None observed,5½ - 7,Sub-Adamantine,,,,Greenish white,3.38,Subtranslucent to opaque,,,,,,,,,,,,,,,,,,,,,,Emerald green,,,,,,,,,,,,,,,,,,,,,,,,367.85 gm,,,,,,,,,,,,,,,,,,
162,Aenigmatite [Aen],Aenigmatite - Mineralogisches Museum Bonn2.jpg,"Aenigmatite from Kangerdluarsuk, Greenland",[[Inosilicates]],Na<sub>2</sub>Fe<sup>2+</sup><sub>5</sub>TiSi<sub>6</sub>O<sub>20</sub>,9.DH.40,[[Triclinic]],,Pinacoidal ( {{overline|1}} ) <br/><small>(same [[H-M symbol]])</small>,''P'' {{overline|1}},"a = 10.415(1), b = 10.840(1) <br/>c = 8.931(1)&nbsp;[Å]; Z&nbsp;=&nbsp;2 <br/>α = 105.107(4)° <br/>β = 96.610(5)° <br/>γ = 125.398(4)°","Poorly developed prismatic crystals, occurring as irregular clusters; pseudomonoclinic",Good on {010} and {100},5.5,Vitreous to greasy,Biaxial (+),n<sub>α</sub> = 1.780 - 1.800 n<sub>β</sub> = 1.800 - 1.820 n<sub>γ</sub> = 1.870 - 1.900,δ = 0.090 - 0.100,Reddish brown,,Translucent to opaque,,,,,,,,,,,,,,,,,r < v; very strong,,,,,Velvet-black,,,,,,,,,,,,,Complex by rotation perpendicular to (01 {{overline|1}} ) or about [010] of the pseudomonoclinic cell; polysynthetic,,260px,,,Uneven,Brittle,,,,,,3.81,,,,,,X = yellow brown; Y = red-brown; Z = dark brown to black,,,,,Measured: 27° to 55°,,,,,,
163,Dorrite,Dorrite.jpg,"Reddish-brown dorrite crystals from [[Chelyabinsk]], Russia",[[Inosilicate]] <br/>Sapphirine supergroup,Ca<sub>2</sub>Mg<sub>2</sub>Fe<sub>4</sub><sup>3+</sup>(Al<sub>4</sub>Si<sub>2</sub>)O<sub>22</sub>,9.DH.40,[[Triclinic]] <br/>Unknown space group,69.2.1a.2,,,"a = 9.98, b = 5.08 <br/>c = 5.24&nbsp;[Å]; β = 99.9°",Anhedral; Small prismatic [[crystals]]; Pseudomonoclinic,Good cleavage assumed to be parallel to {010} and {001},5,Submetallic,,α=1.82<br/>β=1.84<br/>γ=1.86,δ = 0.040,Grey,3.959 g/cm<sup>3</sup>,Subopaque,,,,,,,,,,,,,,,,,,,,,,Dark red-brown to dark brown,,,,,,,,,,,,,"Common, producing a pseudomonoclinic symmetry",,,,,Irregular,,,,,,893.97 g/mol,,,Very strong,,,,X=red-orange to brown<br>Y=yellowish brown<br>Z=greenish brown,,,,,90°,,,purple,,,
164,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
166,Dorrite,Dorrite.jpg,"Reddish-brown dorrite crystals from [[Chelyabinsk]], Russia",[[Inosilicate]] <br/>Sapphirine supergroup,Ca<sub>2</sub>Mg<sub>2</sub>Fe<sub>4</sub><sup>3+</sup>(Al<sub>4</sub>Si<sub>2</sub>)O<sub>22</sub>,9.DH.40,[[Triclinic]] <br/>Unknown space group,69.2.1a.2,,,"a = 9.98, b = 5.08 <br/>c = 5.24&nbsp;[Å]; β = 99.9°",Anhedral; Small prismatic [[crystals]]; Pseudomonoclinic,Good cleavage assumed to be parallel to {010} and {001},5,Submetallic,,α=1.82<br/>β=1.84<br/>γ=1.86,δ = 0.040,Grey,3.959 g/cm<sup>3</sup>,Subopaque,,,,,,,,,,,,,,,,,,,,,,Dark red-brown to dark brown,,,,,,,,,,,,,"Common, producing a pseudomonoclinic symmetry",,,,,Irregular,,,,,,893.97 g/mol,,,Very strong,,,,X=red-orange to brown<br>Y=yellowish brown<br>Z=greenish brown,,,,,90°,,,purple,,,
167,Serendibite,File:Serendibite-452545.jpg,"A relatively sharp, vitreous black crystal of serendibite from Le Oo, in [[Mogok Township]], measures: 16 x 13 x 8 mm",[[Inosilicates]],"(Ca,Na)<sub>2</sub>(Mg,Fe<sup>2+</sup>)<sub>3</sub>(Al,Fe<sup>3+</sup>)<sub>3</sub>[O<sub>2</sub> (Si,Al,B)<sub>6</sub>O<sub>18</sub>]",9.DH.40,[[Triclinic]],69.2.1a.6,Pinacoidal ( {{overline|1}} ) <br/><small>(same [[H-M symbol]])</small>,''P'' {{overline|1}},,,None Observed,6.5 - 7,Vitreous,Biaxial (+),1.701 - 1.706,,White,,"Transparent, Translucent,Opaque",,,,,,,,,,,,,,,,,strong,,,,,"pale yellow, blue-green, greyish blue, black",,,,,,,,,,,,,Polysynthetic on {0-11} is common,,,,,,,,,,,,3.42 - 3.52 (measured) 3.47 (calculated),,,,,,"Visible,strong, color: green, blue, yellow, bluegreen, light yellow",,,,,Measured: 80°,,,,,,
168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
169,Sapphirine,Sapphirine-203257.jpg,"Indigo-blue sapphirine crystal from Ft. Dauphin, Madagascar (size: 2.1 x 1.9 x 1.4 cm)",[[Silicate mineral]],"{{chem2|(Mg,Al)8(Al,Si)6O20}}",9.DH.45,2M polytype: [[monoclinic]] <br/>1A polytype: [[triclinic]],,2M polytype: prismatic (2/m)  <br/>1A polytype: pinacoidal ( {{Overline|1}} ),"1A polytype: ''P'' {{Overline|1}} <br/>Other polytypes: 3A, 5A, 2M, 4M","a = 11.27&nbsp;[[Ångström|Å]], b = 14.4&nbsp;Å <br/>c = 9.93&nbsp;Å; β = 125.5°; Z&nbsp;=&nbsp;4","Anhedral, granular, tabular","Poor to indistinct on {100}, {001}, and {010}",7.5,,Biaxial (-),n<sub>α</sub> = 1.701 - 1.729 n<sub>β</sub> = 1.703 - 1.732 n<sub>γ</sub> = 1.705 - 1.734,δ = 0.004 - 0.005,White,,Transparent to translucent,,"Light to dark blue or green, white, gray, pale red, yellow",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Uncommon on {001},,,,,Subconchoidal to uneven,,,,,,,3.40&ndash;3.58,,,,,,"X = colorless, pale reddish, yellowish green, pale yellow; Y = sky-blue, lavender-blue, bluish green; Z = blue, sapphire-blue, dark blue",,,,Vitreous,Measured: 47 to 114°,,,,,,
170,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
171,Enstatite,Enstatite-pas-146a.jpg,,[[Inosilicate]],MgSiO<sub>3</sub>,9.DA.05,[[Orthorhombic]],,Dipyramidal (mmm) <br/>[[H-M symbol]]: (2/m 2/m 2/m),''Pbca'',"a = 18.23, b = 8.84 <br/>c = 5.19&nbsp;[Å]; Z&nbsp;=&nbsp;8","Prismatic crystals, commonly lamellar, fibrous, or massive",Good/distinct on [210],5 to 6,"Vitreous, pearly on cleavage",Biaxial (+),n<sub>α</sub> = 1.650–1.668; n<sub>β</sub> = 1.652–1.673; n<sub>γ</sub> = 1.659–1.679,δ = 0.009–0.011,Gray,,Translucent to opaque,,,,,,,,,,,,,,,,,,,,,,"White, grey, green, yellow or brown - colorless in thin section.",,,,,,,,,,,,,Simple and lamellar on [100],,260px,,,Uneven,Brittle,,,,,{{chem molar mass|Mg|=|1|Si|=|1|O|=|3}},3.2–3.3,,,,,,Pale green to pale orange,,,,,55–90°,,,,,,
172,Enstatite,Enstatite-pas-146a.jpg,,[[Inosilicate]],MgSiO<sub>3</sub>,9.DA.05,[[Orthorhombic]],,Dipyramidal (mmm) <br/>[[H-M symbol]]: (2/m 2/m 2/m),''Pbca'',"a = 18.23, b = 8.84 <br/>c = 5.19&nbsp;[Å]; Z&nbsp;=&nbsp;8","Prismatic crystals, commonly lamellar, fibrous, or massive",Good/distinct on [210],5 to 6,"Vitreous, pearly on cleavage",Biaxial (+),n<sub>α</sub> = 1.650–1.668; n<sub>β</sub> = 1.652–1.673; n<sub>γ</sub> = 1.659–1.679,δ = 0.009–0.011,Gray,,Translucent to opaque,,,,,,,,,,,,,,,,,,,,,,"White, grey, green, yellow or brown - colorless in thin section.",,,,,,,,,,,,,Simple and lamellar on [100],,260px,,,Uneven,Brittle,,,,,{{chem molar mass|Mg|=|1|Si|=|1|O|=|3}},3.2–3.3,,,,,,Pale green to pale orange,,,,,55–90°,,,,,,
173,Aegirine [Aeg],"Aegirine - Mt Malosa, Zomba, Malawi.jpg",Aegirine (dark) with minor feldspar (light) from Malawi,"[[Silicate mineral]], [[pyroxene]]",{{sodium}} {{iron}} <sup>3+</sup>[ {{silicon}} <sub>2</sub> {{oxygen}} <sub>6</sub>],9.DA.25,[[Monoclinic]],,Prismatic (2/m) <br/><small>(same [[H-M symbol]])</small>,''C2/c'',"a = 9.658, b = 8.795 <br/>c = 5.294&nbsp;[Å], β = 107.42°; Z&nbsp;=&nbsp;4","Prismatic crystals may be in sprays of acicular crystals, fibrous, in radial concretions","Good on {110}, (110) ^ (1 {{overline|1}} 0) ≈87°; parting on {100}",6,Vitreous to slightly resinous,Biaxial (-),nα = 1.720 - 1.778 nβ = 1.740 - 1.819 nγ = 1.757 - 1.839,δ = 0.037 - 0.061,Yellowish-grey,,Translucent to opaque,,,,,,,,,,,,,,,,,moderate to strong r > v,,,,,"Dark Green, Greenish Black",,,,,,,,,,,,,Simple and lamellar twinning common on {100},,260px,,,Uneven,Brittle,,,,,231.00 g/mol,3.50 - 3.60,,,,,,"X = emerald green, deep green; Y = grass-green, deep green, yellow; Z = brownish green, green, yellowish brown, yellow",,,,,"Measured: 60° to 90°, Calculated: 68° to 84°",,,,,,
174,Augite,Augite Rwanda.jpg,Augite – [[Mount Muhabura|Muhavura volcano]],[[Inosilicates]],"(Ca,Na)(Mg,Fe,Al,Ti)(Si,Al)<sub>2</sub>O<sub>6</sub>",9.DA.15,[[Monoclinic]],,Prismatic (2/m) <br /><small>(same [[H-M symbol]])</small>,''C2/c'',"a = 9.699, b = 8.844 <br />c = 5.272&nbsp;[Å] <br />β = 106.97°; Z&nbsp;=&nbsp;4","Commonly as stubby prismatic crystals, also acicular, skeletal, dendritic",{110} good with 87° between {110} and {1 {{overline|1}} 0}; parting on {100} and {010},5.5 to 6,"Vitreous, resinous to dull",Biaxial (+),"n<sub>α</sub> = 1.680–1.735, n<sub>β</sub> = 1.684–1.741, n<sub>γ</sub> = 1.706–1.774",δ = 0.026–0.039,Greenish-white,,Transparent to opaque,,,,,,,,,,,,,,,,,,,,,,"Black, brown, greenish, violet-brown; in thin section, colorless to gray with zoning common",,,,,,,,,,,,,Simple or multiple on {100} and {001},,260px,,,uneven to conchoidal,brittle,,,,,,3.19–3.56,,,,,,"X = pale green, pale brown, green, greenish yellow; Y = pale brown, pale yellow-green, violet; Z = pale green, grayish green, violet",,,,,,,,,,,
175,Enstatite,Enstatite-pas-146a.jpg,,[[Inosilicate]],MgSiO<sub>3</sub>,9.DA.05,[[Orthorhombic]],,Dipyramidal (mmm) <br/>[[H-M symbol]]: (2/m 2/m 2/m),''Pbca'',"a = 18.23, b = 8.84 <br/>c = 5.19&nbsp;[Å]; Z&nbsp;=&nbsp;8","Prismatic crystals, commonly lamellar, fibrous, or massive",Good/distinct on [210],5 to 6,"Vitreous, pearly on cleavage",Biaxial (+),n<sub>α</sub> = 1.650–1.668; n<sub>β</sub> = 1.652–1.673; n<sub>γ</sub> = 1.659–1.679,δ = 0.009–0.011,Gray,,Translucent to opaque,,,,,,,,,,,,,,,,,,,,,,"White, grey, green, yellow or brown - colorless in thin section.",,,,,,,,,,,,,Simple and lamellar on [100],,260px,,,Uneven,Brittle,,,,,{{chem molar mass|Mg|=|1|Si|=|1|O|=|3}},3.2–3.3,,,,,,Pale green to pale orange,,,,,55–90°,,,,,,
176,Enstatite,Enstatite-pas-146a.jpg,,[[Inosilicate]],MgSiO<sub>3</sub>,9.DA.05,[[Orthorhombic]],,Dipyramidal (mmm) <br/>[[H-M symbol]]: (2/m 2/m 2/m),''Pbca'',"a = 18.23, b = 8.84 <br/>c = 5.19&nbsp;[Å]; Z&nbsp;=&nbsp;8","Prismatic crystals, commonly lamellar, fibrous, or massive",Good/distinct on [210],5 to 6,"Vitreous, pearly on cleavage",Biaxial (+),n<sub>α</sub> = 1.650–1.668; n<sub>β</sub> = 1.652–1.673; n<sub>γ</sub> = 1.659–1.679,δ = 0.009–0.011,Gray,,Translucent to opaque,,,,,,,,,,,,,,,,,,,,,,"White, grey, green, yellow or brown - colorless in thin section.",,,,,,,,,,,,,Simple and lamellar on [100],,260px,,,Uneven,Brittle,,,,,{{chem molar mass|Mg|=|1|Si|=|1|O|=|3}},3.2–3.3,,,,,,Pale green to pale orange,,,,,55–90°,,,,,,
177,Diopside,Diopside Aoste.jpg,"Diopside - Bellecombe, Châtillon, Aosta Valley, Italy",[[Inosilicate]] [[mineral]],MgCaSi<sub>2</sub>O<sub>6</sub>,9.DA.15,[[Monoclinic]],,Prismatic (2/m) <br/><small>(same [[H-M symbol]])</small>,''C2/c'',"a = 9.746&nbsp;[[angstrom|Å]], b = 8.899&nbsp;Å <br/>c = 5.251&nbsp;Å; β = 105.79°; Z&nbsp;=&nbsp;4","Short prismatic crystals common, may be granular, columnar, massive",Distinct/good on {110},5.5 - 6.5,Vitreous to dull,Biaxial (+),"n<sub>α</sub>= 1.663 - 1.699, n<sub>β</sub>= 1.671 - 1.705, n<sub>γ</sub>= 1.693 - 1.728",δ = 0.030,white,,,,,,,,,,,,1391 °C,,,,,,,"Weak to distinct, r>v",,,,,"Commonly light to dark green; may be blue, brown, colorless, white to snow white, grey, pale violet",,,,,,,,,,,,,Simple and multiple twins common on {100} and {001},,260px,,,"Irregular/uneven, conchoidal",Brittle,,,,,,3.278,,,,,,,,,,,Measured: 58° to 63°,,,#fff9b4,,,
178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
